 lat lon alt B
654 0.0 110.0 200.0 -15.872
655 0.0 120.0 200.0 -15.5754
656 0.0 130.0 200.0 -16.1625
657 0.0 140.0 200.0 -16.3321
658 0.0 150.0 200.0 -15.2819
659 0.0 160.0 200.0 -12.9779
660 0.0 170.0 200.0 -9.58303
661 0.0 180.0 200.0 -5.72314
662 5.0 -180.0 200.0 4.43465
663 5.0 -170.0 200.0 7.95003
664 5.0 -160.0 200.0 10.6258
665 5.0 -150.0 200.0 12.9175
666 5.0 -140.0 200.0 15.3092
667 5.0 -130.0 200.0 17.7142
668 5.0 -120.0 200.0 20.0321
669 5.0 -110.0 200.0 22.627
670 5.0 -100.0 200.0 25.6254
671 5.0 -90.0 200.0 28.1945
672 5.0 -80.0 200.0 28.8179
673 5.0 -70.0 200.0 26.1677
674 5.0 -60.0 200.0 19.7617
675 5.0 -50.0 200.0 10.2852
676 5.0 -40.0 200.0 -0.141612
677 5.0 -30.0 200.0 -8.84163
678 5.0 -20.0 200.0 -14.3092
679 5.0 -10.0 200.0 -16.5994
680 5.0 0.0 200.0 -16.7374
681 5.0 10.0 200.0 -15.6789
682 5.0 20.0 200.0 -13.3751
683 5.0 30.0 200.0 -9.77323
684 5.0 40.0 200.0 -6.22958
685 5.0 50.0 200.0 -4.30091
686 5.0 60.0 200.0 -3.98369
687 5.0 70.0 200.0 -4.4281
688 5.0 80.0 200.0 -5.13096
689 5.0 90.0 200.0 -5.59606
690 5.0 100.0 200.0 -5.21799
691 5.0 110.0 200.0 -4.41577
692 5.0 120.0 200.0 -4.45997
693 5.0 130.0 200.0 -5.40954
694 5.0 140.0 200.0 -5.92769
695 5.0 150.0 200.0 -5.13394
696 5.0 160.0 200.0 -2.95093
697 5.0 170.0 200.0 0.464528
698 5.0 180.0 200.0 4.43465
699 10.0 -180.0 200.0 14.1161
700 10.0 -170.0 200.0 17.5517
701 10.0 -160.0 200.0 20.1099
702 10.0 -150.0 200.0 22.2272
703 10.0 -140.0 200.0 24.421
704 10.0 -130.0 200.0 26.6647
705 10.0 -120.0 200.0 28.8565
706 10.0 -110.0 200.0 31.2439
707 10.0 -100.0 200.0 33.841
708 10.0 -90.0 200.0 35.8693
709 10.0 -80.0 200.0 36.0749
710 10.0 -70.0 200.0 33.4498
711 10.0 -60.0 200.0 27.6449
712 10.0 -50.0 200.0 19.2306
713 10.0 -40.0 200.0 10.0135
714 10.0 -30.0 200.0 2.3121
715 10.0 -20.0 200.0 -2.48345
716 10.0 -10.0 200.0 -4.30401
717 10.0 0.0 200.0 -4.10039
718 10.0 10.0 200.0 -2.90428
719 10.0 20.0 200.0 -0.713568
720 10.0 30.0 200.0 2.62046
721 10.0 40.0 200.0 5.91507
722 10.0 50.0 200.0 7.73159
723 10.0 60.0 200.0 8.06589
724 10.0 70.0 200.0 7.71558
725 10.0 80.0 200.0 7.11903
726 10.0 90.0 200.0 6.65053
727 10.0 100.0 200.0 6.8171
728 10.0 110.0 200.0 7.26818
729 10.0 120.0 200.0 6.88681
730 10.0 130.0 200.0 5.62248
731 10.0 140.0 200.0 4.74158
732 10.0 150.0 200.0 5.16455
733 10.0 160.0 200.0 7.04602
734 10.0 170.0 200.0 10.2583
735 10.0 180.0 200.0 14.1161
736 15.0 -180.0 200.0 22.9274
737 15.0 -170.0 200.0 26.1371
738 15.0 -160.0 200.0 28.5375
739 15.0 -150.0 200.0 30.4952
740 15.0 -140.0 200.0 32.5162
741 15.0 -130.0 200.0 34.6341
742 15.0 -120.0 200.0 36.7391
743 15.0 -110.0 200.0 38.9422
744 15.0 -100.0 200.0 41.1608
745 15.0 -90.0 200.0 42.7004
746 15.0 -80.0 200.0 42.5507
747 15.0 -70.0 200.0 39.9837
748 15.0 -60.0 200.0 34.8275
749 15.0 -50.0 200.0 27.6344
750 15.0 -40.0 200.0 19.8964
751 15.0 -30.0 200.0 13.4512
752 15.0 -20.0 200.0 9.4516
753 15.0 -10.0 200.0 8.0622
754 15.0 0.0 200.0 8.49494
755 15.0 10.0 200.0 9.7475
756 15.0 20.0 200.0 11.7486
757 15.0 30.0 200.0 14.6759
758 15.0 40.0 200.0 17.5739
759 15.0 50.0 200.0 19.2029
760 15.0 60.0 200.0 19.5418
761 15.0 70.0 200.0 19.2983
762 15.0 80.0 200.0 18.8501
763 15.0 90.0 200.0 18.4467
764 15.0 100.0 200.0 18.4508
765 15.0 110.0 200.0 18.5701
766 15.0 120.0 200.0 17.8962
767 15.0 130.0 200.0 16.3941
768 15.0 140.0 200.0 15.1819
769 15.0 150.0 200.0 15.1705
770 15.0 160.0 200.0 16.6044
771 15.0 170.0 200.0 19.4036
772 15.0 180.0 200.0 22.9274
773 20.0 -180.0 200.0 30.7021
774 20.0 -170.0 200.0 33.5704
775 20.0 -160.0 200.0 35.7892
776 20.0 -150.0 200.0 37.6236
777 20.0 -140.0 200.0 39.5235
778 20.0 -130.0 200.0 41.5658
779 20.0 -120.0 200.0 43.6318
780 20.0 -110.0 200.0 45.7033
781 20.0 -100.0 200.0 47.6153
782 20.0 -90.0 200.0 48.7575
783 20.0 -80.0 200.0 48.3274
784 20.0 -70.0 200.0 45.8396
785 20.0 -60.0 200.0 41.3184
786 20.0 -50.0 200.0 35.344
787 20.0 -40.0 200.0 29.1122
788 20.0 -30.0 200.0 23.972
789 20.0 -20.0 200.0 20.7948
790 20.0 -10.0 200.0 19.7843
791 20.0 0.0 200.0 20.3429
792 20.0 10.0 200.0 21.5828
793 20.0 20.0 200.0 23.3568
794 20.0 30.0 200.0 25.8144
795 20.0 40.0 200.0 28.2402
796 20.0 50.0 200.0 29.6406
797 20.0 60.0 200.0 29.9761
798 20.0 70.0 200.0 29.8377
799 20.0 80.0 200.0 29.5482
800 20.0 90.0 200.0 29.2544
801 20.0 100.0 200.0 29.1622
802 20.0 110.0 200.0 29.0131
803 20.0 120.0 200.0 28.1111
804 20.0 130.0 200.0 26.4491
805 20.0 140.0 200.0 24.9679
806 20.0 150.0 200.0 24.5241
807 20.0 160.0 200.0 25.4373
808 20.0 170.0 200.0 27.681
809 20.0 180.0 200.0 30.7021
810 25.0 -180.0 200.0 37.4646
811 25.0 -170.0 200.0 39.9202
812 25.0 -160.0 200.0 41.9456
813 25.0 -150.0 200.0 43.6971
814 25.0 -140.0 200.0 45.5333
815 25.0 -130.0 200.0 47.5448
816 25.0 -120.0 200.0 49.6065
817 25.0 -110.0 200.0 51.6001
818 25.0 -100.0 200.0 53.2934
819 25.0 -90.0 200.0 54.1432
820 25.0 -80.0 200.0 53.515
821 25.0 -70.0 200.0 51.1296
822 25.0 -60.0 200.0 47.1945
823 25.0 -50.0 200.0 42.3203
824 25.0 -40.0 200.0 37.4401
825 25.0 -30.0 200.0 33.4842
826 25.0 -20.0 200.0 31.0629
827 25.0 -10.0 200.0 30.3681
828 25.0 0.0 200.0 30.9735
829 25.0 10.0 200.0 32.15
830 25.0 20.0 200.0 33.6935
831 25.0 30.0 200.0 35.6925
832 25.0 40.0 200.0 37.6472
833 25.0 50.0 200.0 38.8178
834 25.0 60.0 200.0 39.1541
835 25.0 70.0 200.0 39.1179
836 25.0 80.0 200.0 38.9787
837 25.0 90.0 200.0 38.8102
838 25.0 100.0 200.0 38.6794
839 25.0 110.0 200.0 38.3374
840 25.0 120.0 200.0 37.271
841 25.0 130.0 200.0 35.5104
842 25.0 140.0 200.0 33.8319
843 25.0 150.0 200.0 33.009
844 25.0 160.0 200.0 33.4036
845 25.0 170.0 200.0 35.0362
846 25.0 180.0 200.0 37.4646
847 30.0 -180.0 200.0 43.3617
848 30.0 -170.0 200.0 45.3813
849 30.0 -160.0 200.0 47.2107
850 30.0 -150.0 200.0 48.912
851 30.0 -140.0 200.0 50.732
852 30.0 -130.0 200.0 52.7414
853 30.0 -120.0 200.0 54.8118
854 30.0 -110.0 200.0 56.7628
855 30.0 -100.0 200.0 58.3138
856 30.0 -90.0 200.0 58.9691
857 30.0 -80.0 200.0 58.2249
858 30.0 -70.0 200.0 55.969
859 30.0 -60.0 200.0 52.5541
860 30.0 -50.0 200.0 48.601
861 30.0 -40.0 200.0 44.8265
862 30.0 -30.0 200.0 41.8436
863 30.0 -20.0 200.0 40.0533
864 30.0 -10.0 200.0 39.6048
865 30.0 0.0 200.0 40.202
866 30.0 10.0 200.0 41.2794
867 30.0 20.0 200.0 42.6052
868 30.0 30.0 200.0 44.201
869 30.0 40.0 200.0 45.7388
870 30.0 50.0 200.0 46.7108
871 30.0 60.0 200.0 47.0663
872 30.0 70.0 200.0 47.1389
873 30.0 80.0 200.0 47.1399
874 30.0 90.0 200.0 47.0931
875 30.0 100.0 200.0 46.9598
876 30.0 110.0 200.0 46.4895
877 30.0 120.0 200.0 45.3116
878 30.0 130.0 200.0 43.4971
879 30.0 140.0 200.0 41.6885
880 30.0 150.0 200.0 40.5652
881 30.0 160.0 200.0 40.4968
882 30.0 170.0 200.0 41.538
883 30.0 180.0 200.0 43.3617
884 35.0 -180.0 200.0 48.5937
885 35.0 -170.0 200.0 50.1964
886 35.0 -160.0 200.0 51.8355
887 35.0 -150.0 200.0 53.5047
888 35.0 -140.0 200.0 55.3362
889 35.0 -130.0 200.0 57.3552
890 35.0 -120.0 200.0 59.4289
891 35.0 -110.0 200.0 61.3483
892 35.0 -100.0 200.0 62.8063
893 35.0 -90.0 200.0 63.3418
894 35.0 -80.0 200.0 62.5517
895 35.0 -70.0 200.0 60.4499
896 35.0 -60.0 200.0 57.4838
897 35.0 -50.0 200.0 54.2591
898 35.0 -40.0 200.0 51.3282
899 35.0 -30.0 200.0 49.0865
900 35.0 -20.0 200.0 47.7813
901 35.0 -10.0 200.0 47.5075
902 35.0 0.0 200.0 48.0572
903 35.0 10.0 200.0 49.0092
904 35.0 20.0 200.0 50.1324
905 35.0 30.0 200.0 51.3955
906 35.0 40.0 200.0 52.5969
907 35.0 50.0 200.0 53.4201
908 35.0 60.0 200.0 53.8228
909 35.0 70.0 200.0 54.021
910 35.0 80.0 200.0 54.1596
911 35.0 90.0 200.0 54.2236
912 35.0 100.0 200.0 54.1035
913 35.0 110.0 200.0 53.5502
914 35.0 120.0 200.0 52.3021
915 35.0 130.0 200.0 50.4685
916 35.0 140.0 200.0 48.5899
917 35.0 150.0 200.0 47.2513
918 35.0 160.0 200.0 46.8043
919 35.0 170.0 200.0 47.3254
920 35.0 180.0 200.0 48.5937
921 40.0 -180.0 200.0 53.3669
922 40.0 -170.0 200.0 54.6029
923 40.0 -160.0 200.0 56.0628
924 40.0 -150.0 200.0 57.6994
925 40.0 -140.0 200.0 59.5459
926 40.0 -130.0 200.0 61.5702
927 40.0 -120.0 200.0 63.6305
928 40.0 -110.0 200.0 65.51
929 40.0 -100.0 200.0 66.8936
930 40.0 -90.0 200.0 67.3527
931 40.0 -80.0 200.0 66.5642
932 40.0 -70.0 200.0 64.6305
933 40.0 -60.0 200.0 62.0436
934 40.0 -50.0 200.0 59.3724
935 40.0 -40.0 200.0 57.0516
936 40.0 -30.0 200.0 55.3394
937 40.0 -20.0 200.0 54.3777
938 40.0 -10.0 200.0 54.2096
939 40.0 0.0 200.0 54.6822
940 40.0 10.0 200.0 55.4899
941 40.0 20.0 200.0 56.4246
942 40.0 30.0 200.0 57.4248
943 40.0 40.0 200.0 58.3761
944 40.0 50.0 200.0 59.106
945 40.0 60.0 200.0 59.5847
946 40.0 70.0 200.0 59.9283
947 40.0 80.0 200.0 60.2093
948 40.0 90.0 200.0 60.3744
949 40.0 100.0 200.0 60.2711
950 40.0 110.0 200.0 59.6636
951 40.0 120.0 200.0 58.3773
952 40.0 130.0 200.0 56.5558
953 40.0 140.0 200.0 54.6614
954 40.0 150.0 200.0 53.1913
955 40.0 160.0 200.0 52.4626
956 40.0 170.0 200.0 52.5652
957 40.0 180.0 200.0 53.3669
958 45.0 -180.0 200.0 57.8644
959 45.0 -170.0 200.0 58.8011
960 45.0 -160.0 200.0 60.0942
961 45.0 -150.0 200.0 61.6787
962 45.0 -140.0 200.0 63.5169
963 45.0 -130.0 200.0 65.5248
964 45.0 -120.0 200.0 67.5475
965 45.0 -110.0 200.0 69.3667
966 45.0 -100.0 200.0 70.6715
967 45.0 -90.0 200.0 71.0681
968 45.0 -80.0 200.0 70.3026
969 45.0 -70.0 200.0 68.5366
970 45.0 -60.0 200.0 66.2658
971 45.0 -50.0 200.0 64.0062
972 45.0 -40.0 200.0 62.1091
973 45.0 -30.0 200.0 60.752
974 45.0 -20.0 200.0 60.01
975 45.0 -10.0 200.0 59.8859
976 45.0 0.0 200.0 60.2603
977 45.0 10.0 200.0 60.9148
978 45.0 20.0 200.0 61.6769
979 45.0 30.0 200.0 62.4774
980 45.0 40.0 200.0 63.2588
981 45.0 50.0 200.0 63.946
982 45.0 60.0 200.0 64.5213
983 45.0 70.0 200.0 65.0244
984 45.0 80.0 200.0 65.4544
985 45.0 90.0 200.0 65.7158
986 45.0 100.0 200.0 65.6302
987 45.0 110.0 200.0 64.9875
988 45.0 120.0 200.0 63.6895
989 45.0 130.0 200.0 61.9098
990 45.0 140.0 200.0 60.0507
991 45.0 150.0 200.0 58.5293
992 45.0 160.0 200.0 57.6205
993 45.0 170.0 200.0 57.4201
994 45.0 180.0 200.0 57.8644
995 50.0 -180.0 200.0 62.2225
996 50.0 -170.0 200.0 62.9311
997 50.0 -160.0 200.0 64.0681
998 50.0 -150.0 200.0 65.5666
999 50.0 -140.0 200.0 67.3499
1000 50.0 -130.0 200.0 69.3003
1001 50.0 -120.0 200.0 71.2513
1002 50.0 -110.0 200.0 72.9826
1003 50.0 -100.0 200.0 74.1911
1004 50.0 -90.0 200.0 74.5195
1005 50.0 -80.0 200.0 73.7782
1006 50.0 -70.0 200.0 72.1681
1007 50.0 -60.0 200.0 70.1602
1008 50.0 -50.0 200.0 68.207
1009 50.0 -40.0 200.0 66.5972
1010 50.0 -30.0 200.0 65.4623
1011 50.0 -20.0 200.0 64.8405
1012 50.0 -10.0 200.0 64.7099
1013 50.0 0.0 200.0 64.9738
1014 50.0 10.0 200.0 65.4771
1015 50.0 20.0 200.0 66.0874
1016 50.0 30.0 200.0 66.7432
1017 50.0 40.0 200.0 67.422
1018 50.0 50.0 200.0 68.1059
1019 50.0 60.0 200.0 68.7863
1020 50.0 70.0 200.0 69.4496
1021 50.0 80.0 200.0 70.0305
1022 50.0 90.0 200.0 70.3875
1023 50.0 100.0 200.0 70.3241
1024 50.0 110.0 200.0 69.6639
1025 50.0 120.0 200.0 68.3792
1026 50.0 130.0 200.0 66.6721
1027 50.0 140.0 200.0 64.897
1028 50.0 150.0 200.0 63.3997
1029 50.0 160.0 200.0 62.4105
1030 50.0 170.0 200.0 62.0236
1031 50.0 180.0 200.0 62.2225
1032 55.0 -180.0 200.0 66.5132
1033 55.0 -170.0 200.0 67.0574
1034 55.0 -160.0 200.0 68.0458
1035 55.0 -150.0 200.0 69.4181
1036 55.0 -140.0 200.0 71.086
1037 55.0 -130.0 200.0 72.9213
1038 55.0 -120.0 200.0 74.7543
1039 55.0 -110.0 200.0 76.3636
1040 55.0 -100.0 200.0 77.453
1041 55.0 -90.0 200.0 77.6996
1042 55.0 -80.0 200.0 76.9732
1043 55.0 -70.0 200.0 75.5028
1044 55.0 -60.0 200.0 73.7177
1045 55.0 -50.0 200.0 72.0007
1046 55.0 -40.0 200.0 70.5878
1047 55.0 -30.0 200.0 69.5836
1048 55.0 -20.0 200.0 69.01
1049 55.0 -10.0 200.0 68.8365
1050 55.0 0.0 200.0 68.9859
1051 55.0 10.0 200.0 69.3494
1052 55.0 20.0 200.0 69.8324
1053 55.0 30.0 200.0 70.3895
1054 55.0 40.0 200.0 71.0168
1055 55.0 50.0 200.0 71.7231
1056 55.0 60.0 200.0 72.5034
1057 55.0 70.0 200.0 73.3116
1058 55.0 80.0 200.0 74.0342
1059 55.0 90.0 200.0 74.4867
1060 55.0 100.0 200.0 74.4569
1061 55.0 110.0 200.0 73.8031
1062 55.0 120.0 200.0 72.562
1063 55.0 130.0 200.0 70.9612
1064 55.0 140.0 200.0 69.3162
1065 55.0 150.0 200.0 67.9099
1066 55.0 160.0 200.0 66.9292
1067 55.0 170.0 200.0 66.4601
1068 55.0 180.0 200.0 66.5132
1069 60.0 -180.0 200.0 70.74
1070 60.0 -170.0 200.0 71.167
1071 60.0 -160.0 200.0 72.01
1072 60.0 -150.0 200.0 73.2183
1073 60.0 -140.0 200.0 74.7098
1074 60.0 -130.0 200.0 76.3651
1075 60.0 -120.0 200.0 78.0238
1076 60.0 -110.0 200.0 79.4701
1077 60.0 -100.0 200.0 80.4147
1078 60.0 -90.0 200.0 80.5643
1079 60.0 -80.0 200.0 79.8429
1080 60.0 -70.0 200.0 78.4992
1081 60.0 -60.0 200.0 76.9123
1082 60.0 -50.0 200.0 75.3924
1083 60.0 -40.0 200.0 74.1273
1084 60.0 -30.0 200.0 73.2025
1085 60.0 -20.0 200.0 72.6357
1086 60.0 -10.0 200.0 72.4006
1087 60.0 0.0 200.0 72.4402
1088 60.0 10.0 200.0 72.6816
1089 60.0 20.0 200.0 73.0629
1090 60.0 30.0 200.0 73.5555
1091 60.0 40.0 200.0 74.1636
1092 60.0 50.0 200.0 74.9016
1093 60.0 60.0 200.0 75.7621
1094 60.0 70.0 200.0 76.6827
1095 60.0 80.0 200.0 77.5227
1096 60.0 90.0 200.0 78.0674
1097 60.0 100.0 200.0 78.0903
1098 60.0 110.0 200.0 77.4784
1099 60.0 120.0 200.0 76.3216
1100 60.0 130.0 200.0 74.8663
1101 60.0 140.0 200.0 73.3935
1102 60.0 150.0 200.0 72.1317
1103 60.0 160.0 200.0 71.2284
1104 60.0 170.0 200.0 70.7574
1105 60.0 180.0 200.0 70.74
1106 65.0 -180.0 200.0 74.8512
1107 65.0 -170.0 200.0 75.1878
1108 65.0 -160.0 200.0 75.8839
1109 65.0 -150.0 200.0 76.8983
1110 65.0 -140.0 200.0 78.1632
1111 65.0 -130.0 200.0 79.5789
1112 65.0 -120.0 200.0 81.0052
1113 65.0 -110.0 200.0 82.2415
1114 65.0 -100.0 200.0 83.0105
1115 65.0 -90.0 200.0 83.0458
1116 65.0 -80.0 200.0 82.3228
1117 65.0 -70.0 200.0 81.1027
1118 65.0 -60.0 200.0 79.7068
1119 65.0 -50.0 200.0 78.3728
1120 65.0 -40.0 200.0 77.2424
1121 65.0 -30.0 200.0 76.3839
1122 65.0 -20.0 200.0 75.8157
1123 65.0 -10.0 200.0 75.5227
1124 65.0 0.0 200.0 75.4692
1125 65.0 10.0 200.0 75.6116
1126 65.0 20.0 200.0 75.9145
1127 65.0 30.0 200.0 76.3627
1128 65.0 40.0 200.0 76.9611
1129 65.0 50.0 200.0 77.7186
1130 65.0 60.0 200.0 78.6216
1131 65.0 70.0 200.0 79.6035
1132 65.0 80.0 200.0 80.5198
1133 65.0 90.0 200.0 81.1468
1134 65.0 100.0 200.0 81.2491
1135 65.0 110.0 200.0 80.7284
1136 65.0 120.0 200.0 79.7087
1137 65.0 130.0 200.0 78.4431
1138 65.0 140.0 200.0 77.1787
1139 65.0 150.0 200.0 76.0987
1140 65.0 160.0 200.0 75.3171
1141 65.0 170.0 200.0 74.8938
1142 65.0 180.0 200.0 74.8512
1143 70.0 -180.0 200.0 78.7679
1144 70.0 -170.0 200.0 79.023
1145 70.0 -160.0 200.0 79.5669
1146 70.0 -150.0 200.0 80.3674
1147 70.0 -140.0 200.0 81.3724
1148 70.0 -130.0 200.0 82.5041
1149 70.0 -120.0 200.0 83.6473
1150 70.0 -110.0 200.0 84.624
1151 70.0 -100.0 200.0 85.1759
1152 70.0 -90.0 200.0 85.0732
1153 70.0 -80.0 200.0 84.3496
1154 70.0 -70.0 200.0 83.265
1155 70.0 -60.0 200.0 82.0716
1156 70.0 -50.0 200.0 80.9362
1157 70.0 -40.0 200.0 79.9567
1158 70.0 -30.0 200.0 79.1844
1159 70.0 -20.0 200.0 78.6386
1160 70.0 -10.0 200.0 78.3163
1161 70.0 0.0 200.0 78.2016
1162 70.0 10.0 200.0 78.274
1163 70.0 20.0 200.0 78.5172
1164 70.0 30.0 200.0 78.9246
1165 70.0 40.0 200.0 79.4979
1166 70.0 50.0 200.0 80.2369
1167 70.0 60.0 200.0 81.1226
1168 70.0 70.0 200.0 82.0943
1169 70.0 80.0 200.0 83.0268
1170 70.0 90.0 200.0 83.7163
1171 70.0 100.0 200.0 83.9295
1172 70.0 110.0 200.0 83.5615
1173 70.0 120.0 200.0 82.7408
1174 70.0 130.0 200.0 81.7104
1175 70.0 140.0 200.0 80.6845
1176 70.0 150.0 200.0 79.8086
1177 70.0 160.0 200.0 79.1705
1178 70.0 170.0 200.0 78.8172
1179 70.0 180.0 200.0 78.7679
1180 75.0 -180.0 200.0 82.4178
1181 75.0 -170.0 200.0 82.5908
1182 75.0 -160.0 200.0 82.9777
1183 75.0 -150.0 200.0 83.5546
1184 75.0 -140.0 200.0 84.2829
1185 75.0 -130.0 200.0 85.1042
1186 75.0 -120.0 200.0 85.925
1187 75.0 -110.0 200.0 86.589
1188 75.0 -100.0 200.0 86.8662
1189 75.0 -90.0 200.0 86.5996
1190 75.0 -80.0 200.0 85.896
1191 75.0 -70.0 200.0 84.9797
1192 75.0 -60.0 200.0 84.0176
1193 75.0 -50.0 200.0 83.1097
1194 75.0 -40.0 200.0 82.3163
1195 75.0 -30.0 200.0 81.6724
1196 75.0 -20.0 200.0 81.1958
1197 75.0 -10.0 200.0 80.8924
1198 75.0 0.0 200.0 80.7602
1199 75.0 10.0 200.0 80.7942
1200 75.0 20.0 200.0 80.9896
1201 75.0 30.0 200.0 81.3435
1202 75.0 40.0 200.0 81.8536
1203 75.0 50.0 200.0 82.5131
1204 75.0 60.0 200.0 83.3017
1205 75.0 70.0 200.0 84.1737
1206 75.0 80.0 200.0 85.0409
1207 75.0 90.0 200.0 85.7524
1208 75.0 100.0 200.0 86.1036
1209 75.0 110.0 200.0 85.9592
1210 75.0 120.0 200.0 85.4042
1211 75.0 130.0 200.0 84.6536
1212 75.0 140.0 200.0 83.891
1213 75.0 150.0 200.0 83.2329
1214 75.0 160.0 200.0 82.7472
1215 75.0 170.0 200.0 82.4702
1216 75.0 180.0 200.0 82.4178
1217 80.0 -180.0 200.0 85.7619
1218 80.0 -170.0 200.0 85.8552
1219 80.0 -160.0 200.0 86.0865
1220 80.0 -150.0 200.0 86.4395
1221 80.0 -140.0 200.0 86.886
1222 80.0 -130.0 200.0 87.3792
1223 80.0 -120.0 200.0 87.8357
1224 80.0 -110.0 200.0 88.1108
1225 80.0 -100.0 200.0 88.0419
1226 80.0 -90.0 200.0 87.6265
1227 80.0 -80.0 200.0 87.0091
1228 80.0 -70.0 200.0 86.3163
1229 80.0 -60.0 200.0 85.6243
1230 80.0 -50.0 200.0 84.9797
1231 80.0 -40.0 200.0 84.4133
1232 80.0 -30.0 200.0 83.9462
1233 80.0 -20.0 200.0 83.5922
1234 80.0 -10.0 200.0 83.3598
1235 80.0 0.0 200.0 83.2534
1236 80.0 10.0 200.0 83.2748
1237 80.0 20.0 200.0 83.4236
1238 80.0 30.0 200.0 83.6978
1239 80.0 40.0 200.0 84.093
1240 80.0 50.0 200.0 84.6005
1241 80.0 60.0 200.0 85.2045
1242 80.0 70.0 200.0 85.8781
1243 80.0 80.0 200.0 86.5764
1244 80.0 90.0 200.0 87.2245
1245 80.0 100.0 200.0 87.6999
1246 80.0 110.0 200.0 87.8543
1247 80.0 120.0 200.0 87.6522
1248 80.0 130.0 200.0 87.2344
1249 80.0 140.0 200.0 86.7617
1250 80.0 150.0 200.0 86.335
1251 80.0 160.0 200.0 86.0095
1252 80.0 170.0 200.0 85.814
1253 80.0 180.0 200.0 85.7619
1254 85.0 -180.0 200.0 88.8077
1255 85.0 -170.0 200.0 88.8304
1256 85.0 -160.0 200.0 88.9092
1257 85.0 -150.0 200.0 89.0276
1258 85.0 -140.0 200.0 89.1501
1259 85.0 -130.0 200.0 89.211
1260 85.0 -120.0 200.0 89.1348
1261 85.0 -110.0 200.0 88.9098
1262 85.0 -100.0 200.0 88.585
1263 85.0 -90.0 200.0 88.208
1264 85.0 -80.0 200.0 87.8105
1265 85.0 -70.0 200.0 87.4142
1266 85.0 -60.0 200.0 87.0362
1267 85.0 -50.0 200.0 86.6901
1268 85.0 -40.0 200.0 86.3876
1269 85.0 -30.0 200.0 86.1379
1270 85.0 -20.0 200.0 85.9485
1271 85.0 -10.0 200.0 85.825
1272 85.0 0.0 200.0 85.7711
1273 85.0 10.0 200.0 85.7888
1274 85.0 20.0 200.0 85.8783
1275 85.0 30.0 200.0 86.0377
1276 85.0 40.0 200.0 86.2636
1277 85.0 50.0 200.0 86.5501
1278 85.0 60.0 200.0 86.8892
1279 85.0 70.0 200.0 87.2702
1280 85.0 80.0 200.0 87.6797
1281 85.0 90.0 200.0 88.1007
1282 85.0 100.0 200.0 88.5113
1283 85.0 110.0 200.0 88.8801
1284 85.0 120.0 200.0 89.1566
1285 85.0 130.0 200.0 89.2728
1286 85.0 140.0 200.0 89.2178
1287 85.0 150.0 200.0 89.0801
1288 85.0 160.0 200.0 88.9428
1289 85.0 170.0 200.0 88.8464
1290 85.0 180.0 200.0 88.8077
1291 90.0 -180.0 200.0 88.3962
1292 90.0 -170.0 200.0 88.3962
1293 90.0 -160.0 200.0 88.3959
1294 90.0 -150.0 200.0 88.3956
1295 90.0 -140.0 200.0 88.395
1296 90.0 -130.0 200.0 88.3944
1297 90.0 -120.0 200.0 88.3936
1298 90.0 -110.0 200.0 88.3928
1299 90.0 -100.0 200.0 88.3918
1300 90.0 -90.0 200.0 88.3909
1301 90.0 -80.0 200.0 88.39
1302 90.0 -70.0 200.0 88.3891
1303 90.0 -60.0 200.0 88.3882
1304 90.0 -50.0 200.0 88.3874
1305 90.0 -40.0 200.0 88.3868
1306 90.0 -30.0 200.0 88.3862
1307 90.0 -20.0 200.0 88.3858
1308 90.0 -10.0 200.0 88.3856
1309 90.0 0.0 200.0 88.3855
1310 90.0 10.0 200.0 88.3855
